ITTER107;Territorio;TIPO_DATO_AVQ;Tipo dato;MISURA_AVQ;Misura;TIME;Seleziona periodo;Value;Flag Codes;Flags
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2015;2015;163;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2016;2016;128;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2017;2017;166;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2018;2018;201;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2019;2019;211;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2020;2020;259;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2021;2021;214;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2022;2022;264;;
ITC4;Lombardia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2014;2014;1569;;
ITC4;Lombardia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2015;2015;1722;;
ITC4;Lombardia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2016;2016;1698;;
ITC4;Lombardia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2017;2017;1593;;
ITC4;Lombardia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2018;2018;1489;;
ITC4;Lombardia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2019;2019;1403;;
ITC4;Lombardia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2020;2020;1437;;
ITC4;Lombardia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2021;2021;1461;;
ITC4;Lombardia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2022;2022;1415;;
ITC3;Liguria;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2014;2014;160;;
ITC3;Liguria;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2015;2015;159;;
ITC3;Liguria;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2016;2016;175;;
ITC3;Liguria;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2017;2017;172;;
ITC3;Liguria;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2018;2018;163;;
ITC3;Liguria;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2019;2019;151;;
ITC3;Liguria;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2020;2020;146;;
ITC3;Liguria;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2021;2021;140;;
ITC3;Liguria;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2022;2022;148;;
ITE2;Umbria;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2014;2014;53;;
ITE2;Umbria;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2015;2015;56.4;;
ITE2;Umbria;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2016;2016;54.6;;
ITE2;Umbria;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2017;2017;57.6;;
ITE2;Umbria;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2018;2018;55.7;;
ITE2;Umbria;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2019;2019;58.6;;
ITE2;Umbria;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2020;2020;59.3;;
ITE2;Umbria;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2021;2021;61.5;;
ITE2;Umbria;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2022;2022;59.8;;
ITE;Centro;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2014;2014;283;;
ITE;Centro;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2015;2015;245;;
ITE;Centro;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2016;2016;249;;
ITE;Centro;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2017;2017;312;;
ITE;Centro;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2018;2018;248;;
ITE;Centro;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2019;2019;237;;
ITE;Centro;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2020;2020;253;;
ITE;Centro;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2021;2021;252;;
ITE;Centro;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2022;2022;266;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;26.1;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;26.3;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;28.6;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;28.8;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;30.5;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;30.5;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;29.9;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;29.2;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;30.5;;
ITE;Centro;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;26;;
ITE;Centro;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;27;;
ITE;Centro;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;28.4;;
ITE;Centro;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;28.4;;
ITE;Centro;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;33.4;;
ITE;Centro;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;33.9;;
ITE;Centro;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;32.2;;
ITE;Centro;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;34;;
ITE;Centro;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;33;;
7;2.001 - 10.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2014;2014;1535;;
7;2.001 - 10.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2015;2015;1420;;
7;2.001 - 10.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2016;2016;1456;;
7;2.001 - 10.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2017;2017;1498;;
7;2.001 - 10.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2018;2018;1461;;
7;2.001 - 10.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2019;2019;1418;;
7;2.001 - 10.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2020;2020;1434;;
7;2.001 - 10.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2021;2021;1372;;
7;2.001 - 10.000 ab.;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2022;2022;1373;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2014;2014;3.2;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2015;2015;3.1;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2016;2016;2.5;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2017;2017;3.2;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2018;2018;3.9;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2019;2019;4.1;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2020;2020;5;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2021;2021;4.1;;
ITF3;Campania;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2022;2022;5.3;;
3;periferia area metropolitana;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;13.8;;
3;periferia area metropolitana;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;12.9;;
3;periferia area metropolitana;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;12.6;;
3;periferia area metropolitana;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;12.3;;
3;periferia area metropolitana;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;11;;
3;periferia area metropolitana;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;11.3;;
3;periferia area metropolitana;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;12.9;;
3;periferia area metropolitana;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;12.8;;
3;periferia area metropolitana;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;13.1;;
IT;Italia;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2014;2014;27390;;
IT;Italia;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2015;2015;28367;;
IT;Italia;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2016;2016;28113;;
IT;Italia;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2017;2017;28573;;
IT;Italia;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2018;2018;29471;;
IT;Italia;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2019;2019;29508;;
IT;Italia;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2020;2020;29212;;
IT;Italia;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2021;2021;29443;;
IT;Italia;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2022;2022;29360;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2014;2014;4871;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2015;2015;4932;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2016;2016;5350;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2017;2017;5370;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2018;2018;5680;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2019;2019;5679;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2020;2020;5515;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2021;2021;5379;;
ITFG;Mezzogiorno;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2022;2022;5474;;
IT;Italia;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2014;2014;17.2;;
IT;Italia;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2015;2015;17.7;;
IT;Italia;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2016;2016;17;;
IT;Italia;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2017;2017;16.8;;
IT;Italia;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2018;2018;16.2;;
IT;Italia;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2019;2019;15.6;;
IT;Italia;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2020;2020;15.3;;
IT;Italia;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2021;2021;15;;
IT;Italia;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2022;2022;14.6;;
ITC1;Piemonte;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2014;2014;748;;
ITC1;Piemonte;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2015;2015;716;;
ITC1;Piemonte;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2016;2016;662;;
ITC1;Piemonte;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2017;2017;752;;
ITC1;Piemonte;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2018;2018;684;;
ITC1;Piemonte;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2019;2019;756;;
ITC1;Piemonte;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2020;2020;667;;
ITC1;Piemonte;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2021;2021;684;;
ITC1;Piemonte;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2022;2022;631;;
ITF;Sud;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2014;2014;2.2;;
ITF;Sud;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2015;2015;2;;
ITF;Sud;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2016;2016;2;;
ITF;Sud;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2017;2017;2;;
ITF;Sud;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2018;2018;1.8;;
ITF;Sud;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2019;2019;2;;
ITF;Sud;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2020;2020;2;;
ITF;Sud;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2021;2021;1.8;;
ITF;Sud;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2022;2022;1.6;;
6;fino a 2.000 ab.;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2014;2014;50.5;;
6;fino a 2.000 ab.;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2015;2015;52.4;;
6;fino a 2.000 ab.;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2016;2016;51.6;;
6;fino a 2.000 ab.;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2017;2017;51.7;;
6;fino a 2.000 ab.;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2018;2018;55.3;;
6;fino a 2.000 ab.;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2019;2019;53.3;;
6;fino a 2.000 ab.;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2020;2020;52.6;;
6;fino a 2.000 ab.;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2021;2021;57.1;;
6;fino a 2.000 ab.;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2022;2022;51.1;;
ITE1;Toscana;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2014;2014;133;;
ITE1;Toscana;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2015;2015;122;;
ITE1;Toscana;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2016;2016;120;;
ITE1;Toscana;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2017;2017;158;;
ITE1;Toscana;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2018;2018;121;;
ITE1;Toscana;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2019;2019;157;;
ITE1;Toscana;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2020;2020;146;;
ITE1;Toscana;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2021;2021;157;;
ITE1;Toscana;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2022;2022;167;;
7;2.001 - 10.000 ab.;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2014;2014;18.1;;
7;2.001 - 10.000 ab.;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2015;2015;18.3;;
7;2.001 - 10.000 ab.;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2016;2016;18.9;;
7;2.001 - 10.000 ab.;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2017;2017;18;;
7;2.001 - 10.000 ab.;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2018;2018;16.5;;
7;2.001 - 10.000 ab.;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2019;2019;16.9;;
7;2.001 - 10.000 ab.;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2020;2020;16.8;;
7;2.001 - 10.000 ab.;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2021;2021;15.4;;
7;2.001 - 10.000 ab.;11_BIC_VINO;1-2 bicchieri di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2022;2022;14.7;;
ITC1;Piemonte;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2014;2014;43.9;;
ITC1;Piemonte;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2015;2015;47.7;;
ITC1;Piemonte;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2016;2016;46.3;;
ITC1;Piemonte;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2017;2017;47.5;;
ITC1;Piemonte;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2018;2018;49.5;;
ITC1;Piemonte;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2019;2019;51.5;;
ITC1;Piemonte;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2020;2020;49.4;;
ITC1;Piemonte;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2021;2021;50.7;;
ITC1;Piemonte;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2022;2022;52.4;;
ITE1;Toscana;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2014;2014;399;;
ITE1;Toscana;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2015;2015;438;;
ITE1;Toscana;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2016;2016;422;;
ITE1;Toscana;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2017;2017;385;;
ITE1;Toscana;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2018;2018;409;;
ITE1;Toscana;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2019;2019;370;;
ITE1;Toscana;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2020;2020;382;;
ITE1;Toscana;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2021;2021;400;;
ITE1;Toscana;11_STAG_BIRRA;consuma birra solo stagionalmente;THV;valori in migliaia;2022;2022;392;;
ITDA;Trentino Alto Adige / Südtirol;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2014;2014;477;;
ITDA;Trentino Alto Adige / Südtirol;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2015;2015;466;;
ITDA;Trentino Alto Adige / Südtirol;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2016;2016;491;;
ITDA;Trentino Alto Adige / Südtirol;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2017;2017;486;;
ITDA;Trentino Alto Adige / Südtirol;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2018;2018;510;;
ITDA;Trentino Alto Adige / Südtirol;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2019;2019;491;;
ITDA;Trentino Alto Adige / Südtirol;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2020;2020;512;;
ITDA;Trentino Alto Adige / Südtirol;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2021;2021;490;;
ITDA;Trentino Alto Adige / Südtirol;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2022;2022;523;;
ITF2;Molise;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2014;2014;16;;
ITF2;Molise;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2015;2015;14;;
ITF2;Molise;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2016;2016;20;;
ITF2;Molise;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2017;2017;18;;
ITF2;Molise;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2018;2018;21;;
ITF2;Molise;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2019;2019;17;;
ITF2;Molise;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2020;2020;25;;
ITF2;Molise;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2021;2021;26;;
ITF2;Molise;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2022;2022;18;;
ITC;Nord-ovest;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2014;2014;4.2;;
ITC;Nord-ovest;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2015;2015;4.5;;
ITC;Nord-ovest;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2016;2016;4.6;;
ITC;Nord-ovest;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2017;2017;4.9;;
ITC;Nord-ovest;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2018;2018;5.1;;
ITC;Nord-ovest;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2019;2019;5.3;;
ITC;Nord-ovest;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2020;2020;5.6;;
ITC;Nord-ovest;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2021;2021;5.1;;
ITC;Nord-ovest;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2022;2022;5.3;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2014;2014;253;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2015;2015;251;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2016;2016;255;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2017;2017;280;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2018;2018;274;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2019;2019;254;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2020;2020;276;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2021;2021;261;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_VINO;persone di 11 anni e più che consumano vino;THV;valori in migliaia;2022;2022;269;;
2;centro area metropolitana;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2014;2014;52.1;;
2;centro area metropolitana;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2015;2015;51.9;;
2;centro area metropolitana;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2016;2016;53.4;;
